mapping_version	consumer_row_key_v1	consumer_manifest_ordinal	consumer_go_symbol	dependency_kind	owner_kind	owner_logical_id	owner_go_symbol_or_empty	evidence_anchor
v1	rk-v1-2d9d0f9805696f2e8c5a66ed70ebb9851a55880a7f986774b3a418dab2f3cb54	90	ConvertValidUTF32ToUTF16LE	shared_kernel_delegate	cell	cell-v1-6d6e25b066181332a31323a861bf11e45a2ad607491b538d212c2471668012c6	ConvertUTF32ToUTF16LE	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3217;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_utf16.cpp:1-1
v1	rk-v1-2d9d0f9805696f2e8c5a66ed70ebb9851a55880a7f986774b3a418dab2f3cb54	90	ConvertValidUTF32ToUTF16LE	shared_kernel_delegate	cell	cell-v1-55ee78d0a650620d71aa1f11e290f00b39120ce6ba802bb89063be86d0a232b2	ConvertUTF32ToUTF16LE	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3217;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_utf16.cpp:1-1
v1	rk-v1-2d9d0f9805696f2e8c5a66ed70ebb9851a55880a7f986774b3a418dab2f3cb54	90	ConvertValidUTF32ToUTF16LE	shared_kernel_delegate	cell	cell-v1-91a184979e78920f7959db8ba2a4c17a1efd83abfe3a0e8b29c91b76bb940d80	ConvertUTF32ToUTF16LE	simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask
v1	rk-v1-2d9d0f9805696f2e8c5a66ed70ebb9851a55880a7f986774b3a418dab2f3cb54	90	ConvertValidUTF32ToUTF16LE	shared_kernel_delegate	cell	cell-v1-32b6ca97f5738848b14b1f79500183643a6f45e4dac742dc318df91f07db0a7f	ConvertUTF32ToUTF16LE	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3217;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_utf16.cpp:1-1
v1	rk-v1-76c4359e6409326abb2364a580287202f81e8660a825855db064408027df1c14	91	ConvertValidUTF32ToUTF16BE	shared_kernel_delegate	cell	cell-v1-65e0b6bd1b4fb60725a5243106c427143f139e50c56c528032a5dfe00ffd63be	ConvertUTF32ToUTF16BE	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3399;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/sse_convert_utf32_to_utf16.cpp:1-1
v1	rk-v1-76c4359e6409326abb2364a580287202f81e8660a825855db064408027df1c14	91	ConvertValidUTF32ToUTF16BE	shared_kernel_delegate	cell	cell-v1-8003e7b5d95b64da869949363a016385cb1b4d1d10ec297b9737ef2ccfb05351	ConvertUTF32ToUTF16BE	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3399;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/avx2_convert_utf32_to_utf16.cpp:1-1
v1	rk-v1-76c4359e6409326abb2364a580287202f81e8660a825855db064408027df1c14	91	ConvertValidUTF32ToUTF16BE	shared_kernel_delegate	cell	cell-v1-28d16597cba25ffe8d4e0c9c211ddb0eca9c56aa18fc3fe041ac13df969ec350	ConvertUTF32ToUTF16BE	simd/archsimd Go 1.26.5:FC-v1-utf32-source audit row; required primitives: u32 range/surrogate checks, narrow/pack, UTF-8 shuffle/table packing, UTF-16 surrogate expansion/endian stores; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask
v1	rk-v1-76c4359e6409326abb2364a580287202f81e8660a825855db064408027df1c14	91	ConvertValidUTF32ToUTF16BE	shared_kernel_delegate	cell	cell-v1-55311f2d1a36ca341a7fb1bdac2bd2bf6280cd7a0bc298ff6038dc105801e2c8	ConvertUTF32ToUTF16BE	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3399;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_convert_utf32_to_utf16.cpp:1-1
v1	rk-v1-9e488fb55daed3bbd7a5a4c1ed9114746c6d042dab52acfffc71b2f145cce978	92	ChangeEndiannessUTF16	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:93;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3644
v1	rk-v1-b1dac19023361ad33eeba6e9e13ad44e6a6331506c85693a8c8ea6e8d3543254	93	UTF8LengthFromUTF32	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:94;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3676
v1	rk-v1-aa68d18f93f74ffbc2306be91bf5fcb448825312b0fdc18a06f041242980edac	94	UTF16LengthFromUTF32	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:95;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3707
v1	rk-v1-2d7549c295ce262887bf7ca01be00b4c469cf9c4c81adec7aab3c10d46cef675	95	UTF32LengthFromUTF16	wrapper_delegate	row	rk-v1-13fdf244ba31aed9abc8748be6d3e46983dae13415e7f0c437a2ae10a4751ac2	UTF32LengthFromUTF16BE	docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:96;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3740
v1	rk-v1-2d7549c295ce262887bf7ca01be00b4c469cf9c4c81adec7aab3c10d46cef675	95	UTF32LengthFromUTF16	wrapper_delegate	row	rk-v1-b181cb4a2746cce5c240b6d444498f5d37d6c2f8f98d7ed0406b5fad3e0b070a	UTF32LengthFromUTF16LE	docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:96;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3740
v1	rk-v1-b181cb4a2746cce5c240b6d444498f5d37d6c2f8f98d7ed0406b5fad3e0b070a	96	UTF32LengthFromUTF16LE	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:97;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3773
v1	rk-v1-13fdf244ba31aed9abc8748be6d3e46983dae13415e7f0c437a2ae10a4751ac2	97	UTF32LengthFromUTF16BE	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:98;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3807
v1	rk-v1-989ea38c71bdbbb4fc8334a5538ef785c2f35e95fa599edff76a2ba498d1b5a5	98	CountUTF16	wrapper_delegate	row	rk-v1-572016c90a1e54bdd49a85c57a26b1e407f3c9be0559fb395c62c4b6ee197679	CountUTF16BE	docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:99;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3842
v1	rk-v1-989ea38c71bdbbb4fc8334a5538ef785c2f35e95fa599edff76a2ba498d1b5a5	98	CountUTF16	wrapper_delegate	row	rk-v1-b8956cd7054389f907740438f5326fbfc5061d813dfb885a35a2d8abfe679a4b	CountUTF16LE	docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:99;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3842
v1	rk-v1-b8956cd7054389f907740438f5326fbfc5061d813dfb885a35a2d8abfe679a4b	99	CountUTF16LE	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:100;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3873
v1	rk-v1-572016c90a1e54bdd49a85c57a26b1e407f3c9be0559fb395c62c4b6ee197679	100	CountUTF16BE	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:101;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:3904
v1	rk-v1-25e033ef77ccc3e63c07ac741076ce1d84aa0a3ba6092aa340f75360014b4a9d	101	TrimPartialUTF16BE	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:102;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4002
v1	rk-v1-816fabaa7b64ee597f682171467fa59e0bb120a20c806dc2336a281f17cfe3a0	102	TrimPartialUTF16LE	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:103;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4034
v1	rk-v1-733f4040d68277629ef333d777ae72a6b1247ff05b9ef3a873bf4fb443ff39e5	103	TrimPartialUTF16	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:104;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4066
v1	rk-v1-37e6ac38121f9cd40c7230d0632b0525c1ddb2f0dea84a2f4a60cced70084f6d	104	Find	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:105;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4158
v1	rk-v1-387954bdef28fa555492c2ce9c51bf34e116cc2f5a9c08e04d7763aa0b07b507	105	FindUTF16	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:106;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4172
v1	rk-v1-50b21783520f709fd5e0f5f80ed6b53c727e0792ad023002f01b5e8879079883	106	MaximalBinaryLengthFromBase64	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:107;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4244
v1	rk-v1-5a666b1e7fdbfce6ec632d54462273c049cddfc1addf0757fe9fb729bf970987	107	MaximalBinaryLengthFromBase64UTF16	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:108;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4276
v1	rk-v1-9dad734064ad53eb48805e361a95f077dead8f178dbea3cb68beb54a7313cd73	108	BinaryLengthFromBase64	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:109;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4307
v1	rk-v1-37945655ce47d18f868420938978757bd41a0e0da213b742158a8167e2bf3b09	109	BinaryLengthFromBase64UTF16	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:110;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4341
v1	rk-v1-ac71416aab71b2a2192e4135abe8bb197dea5f8d244187521fd4778da85416a7	110	Base64ToBinary	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:111;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4412
v1	rk-v1-feba86b6f7e4b0dbdef40519dbc718619da7ee8b29f1c152dde0e6c61ffc71da	111	Base64ToBinaryUTF16	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:112;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4674
v1	rk-v1-8b7dab9a0de485c9b8fdeb694d290f44929a4c79ef57dbcdd566be92aa86754c	112	Base64LengthFromBinary	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:113;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4446
v1	rk-v1-7a19427f3ffa5b8b45947a709a09a0f2671f3bd6b08cb8ceb437c64dac10c451	113	Base64LengthFromBinaryWithLines	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:114;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4462
v1	rk-v1-f90752995a313f8265e357fd0f9ffbe92f6b7c08a219168b5c3c69f8df284b2f	114	BinaryToBase64	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:115;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4490
v1	rk-v1-96de3068de76d8c676cd15270b401d02ce26867042e4af2cf176b015826a081b	115	BinaryToBase64WithLines	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:116;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4536
v1	rk-v1-2ac3efd97f13e0754e432673c7e0d651c796332a49ccce71baa9fe483c5c2a17	116	Base64ToBinaryDetails	shared_kernel_delegate	cell	cell-v1-5c7f41c3b86cc05e5e379f7ba41f585854cf98570ddd818a88cdbcefba44e4b3	Base64ToBinary	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4412;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/implementation.cp:1-1p:1326-1354;611becc2a08c27a4edc77d9a45ff74c97130129b:src/generic/base64.h:1-1
v1	rk-v1-2ac3efd97f13e0754e432673c7e0d651c796332a49ccce71baa9fe483c5c2a17	116	Base64ToBinaryDetails	shared_kernel_delegate	cell	cell-v1-034d3bfd9e852574848def90e6147e53e112508aaa176770925ffb59239fbcd1	Base64ToBinary	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4412;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/implementation.cp:1-1p:1295-1323;611becc2a08c27a4edc77d9a45ff74c97130129b:src/generic/base64.h:1-1
v1	rk-v1-2ac3efd97f13e0754e432673c7e0d651c796332a49ccce71baa9fe483c5c2a17	116	Base64ToBinaryDetails	shared_kernel_delegate	cell	cell-v1-339f5c7b4a73caa088b984cedd0209833e7678938dd4e4943758a45c57bd825a	Base64ToBinary	simd/archsimd Go 1.26.5:FC-v1-base64 audit row; required primitives: shuffle/unpack, alphabet lookup, pack/store, line insertion; decode classification, whitespace/padding masks, compression, first-invalid index; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask
v1	rk-v1-2ac3efd97f13e0754e432673c7e0d651c796332a49ccce71baa9fe483c5c2a17	116	Base64ToBinaryDetails	shared_kernel_delegate	cell	cell-v1-4e2bea34bdc6662267982a7d8fbc3c3656bff3b7037d5688377381190406523e	Base64ToBinary	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4412;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/implementation.cp:1-1p:1299-1327;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_base64.cpp:1-1
v1	rk-v1-c25d8902351c52a70076a0c32e89306dc8c5d1eefb01a038fc3f4c51fa8c7b68	117	Base64ToBinaryDetailsUTF16	shared_kernel_delegate	cell	cell-v1-3fcfe3d5625dbeb0fd171ca778c4f9ec917785529f94dbbe9feec27f60bc0e90	Base64ToBinaryUTF16	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4674;611becc2a08c27a4edc77d9a45ff74c97130129b:src/westmere/implementation.cp:1-1p:1386-1414;611becc2a08c27a4edc77d9a45ff74c97130129b:src/generic/base64.h:1-1
v1	rk-v1-c25d8902351c52a70076a0c32e89306dc8c5d1eefb01a038fc3f4c51fa8c7b68	117	Base64ToBinaryDetailsUTF16	shared_kernel_delegate	cell	cell-v1-5e6a0dba608d94ff8633cfe0f55f5c223f291df0842bef9746a15ebbb4dd027b	Base64ToBinaryUTF16	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4674;611becc2a08c27a4edc77d9a45ff74c97130129b:src/haswell/implementation.cp:1-1p:1355-1383;611becc2a08c27a4edc77d9a45ff74c97130129b:src/generic/base64.h:1-1
v1	rk-v1-c25d8902351c52a70076a0c32e89306dc8c5d1eefb01a038fc3f4c51fa8c7b68	117	Base64ToBinaryDetailsUTF16	shared_kernel_delegate	cell	cell-v1-7991ada1419a1b39067a4bc902026e2449db1367bb31a371998d41e751362bce	Base64ToBinaryUTF16	simd/archsimd Go 1.26.5:FC-v1-base64 audit row; required primitives: shuffle/unpack, alphabet lookup, pack/store, line insertion; decode classification, whitespace/padding masks, compression, first-invalid index; available: archsimd/ops_amd64.go:Load,Store,Shuffle,And,Or,Xor; archsimd/compare_gen_amd64.go:Equal,LessThan; archsimd/maskmerge_gen_amd64.go:Mask
v1	rk-v1-c25d8902351c52a70076a0c32e89306dc8c5d1eefb01a038fc3f4c51fa8c7b68	117	Base64ToBinaryDetailsUTF16	shared_kernel_delegate	cell	cell-v1-cb8777ca848ae385da9926ab34da5c995e100bf8d052bb9e0bd6a1500294b201	Base64ToBinaryUTF16	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4674;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/implementation.cp:1-1p:1359-1387;611becc2a08c27a4edc77d9a45ff74c97130129b:src/arm64/arm_base64.cpp:1-1
v1	rk-v1-b46eed8155e8711cadc444b70bb4902b6bd0ff1fa2c56e91aa3c246d98a50496	118	Base64Ignorable	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:119;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4862
v1	rk-v1-54c21357a483598befd84fbc768831037f6ad11a57ab95af598f1ef0976a72ed	119	Base64IgnorableUTF16	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:120;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4866
v1	rk-v1-48054ee9944c5846d4d39acc5c3a4f6cf83b646f1ceb9e1c866a2d9724cc534d	120	Base64Valid	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:121;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4883
v1	rk-v1-39ae2dfb9309be31ab1bf5ac86f0adf60d2fab289e1a9b516c5706edbc00497a	121	Base64ValidUTF16	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:122;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4887
v1	rk-v1-925c9723885fa27cffa8081cb6d18cf709b414feb19864a5ace5428db8b18323	122	Base64ValidOrPadding	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:123;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4901
v1	rk-v1-02b389379d8eddc42028e988ebab7a6f6d9316ea361be0fd7987069ec7f487ca	123	Base64ValidOrPaddingUTF16	none	none			docs/porting/simdutf-port-v1/inputs/planned-rows-v1.tsv:124;611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4906
v1	rk-v1-14d973be79b097ee820076a9b50aa8a21b93bab4e25712f9e6323fabb4ddd645	124	Base64ToBinarySafe	wrapper_delegate	row	rk-v1-ac71416aab71b2a2192e4135abe8bb197dea5f8d244187521fd4778da85416a7	Base64ToBinary	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4979;dependency:Base64ToBinary
v1	rk-v1-2533351259b6b897f9b0a419a60063a6d3ceaf2cd2006ef2af57f1b27cacb691	125	Base64ToBinarySafeUTF16	wrapper_delegate	row	rk-v1-feba86b6f7e4b0dbdef40519dbc718619da7ee8b29f1c152dde0e6c61ffc71da	Base64ToBinaryUTF16	611becc2a08c27a4edc77d9a45ff74c97130129b:include/simdutf/implementation.h:4987;dependency:Base64ToBinaryUTF16
